· Creating environments
· Discovering benchmarks
[39.17%] ··· ...moveUnused.time_operation_get_traits_of_type            609±5ns
[39.33%] ··· rewriting.RemoveUnused.time_result_only_effects        3.10±0.02μs
[39.50%] ··· ...ng.RemoveUnused.time_would_be_trivially_dead        5.67±0.03μs
[39.67%] ··· verifier.Verifier.time_constant_100                    3.13±0.02ms
[39.83%] ··· verifier.Verifier.time_constant_1000                    29.9±0.5ms
[40.00%] ··· verifier.Verifier.time_dense_attr_hex                     61.9±1μs
[40.00%] · For xDSL commit 555825b1 <main~2>:
[40.00%] ·· Building for virtualenv-py3.13
[40.00%] ·· Benchmarking virtualenv-py3.13
[40.17%] ··· Running (imports.ImportDialects.time_all_constant_load--)............................................................
[50.17%] ··· imports.ImportDialects.time_all_constant_load           20.8±0.2ms
[50.33%] ··· ...ts.ImportInterpreters.time_all_constant_load        27.0±0.09ms
[50.50%] ··· imports.ImportXDSL.time_import_xdsl                        133±1μs
[50.67%] ··· lexer.Lexer.time_constant_100                          2.29±0.01ms
[50.83%] ··· lexer.Lexer.time_constant_1000                          22.8±0.3ms
[51.00%] ··· lexer.Lexer.time_empty_program                         41.1±0.04μs
[51.17%] ··· llvm_backend.LLVMBackend.time_convert_module           5.23±0.07ms
[51.33%] ··· ...enchmarks.Extensibility.time_interface_check         59.0±0.5ns
[51.50%] ··· ...rks.Extensibility.time_interface_check_trait         58.2±0.5ns
[51.67%] ··· microbenchmarks.Extensibility.time_trait_check             829±5ns
[51.83%] ··· ...enchmarks.Extensibility.time_trait_check_neg        1.88±0.01μs
[52.00%] ··· ...hmarks.Extensibility.time_trait_check_single           625±10ns
[52.17%] ··· ...enchmarks.IRTraversal.time_iterate_block_ops          134±0.4μs
[52.33%] ··· microbenchmarks.IRTraversal.time_iterate_ops           9.76±0.01μs
[52.50%] ··· microbenchmarks.IRTraversal.time_walk_block_ops            418±1μs
[52.67%] ··· microbenchmarks.OpCreation.time_operation_build        17.5±0.08μs
[52.83%] ··· microbenchmarks.OpCreation.time_operation_clone        1.25±0.01ms
[53.00%] ··· ...marks.OpCreation.time_operation_clone_single        10.2±0.01μs
[53.17%] ··· ...ks.OpCreation.time_operation_constant_create           1.65±0μs
[53.33%] ··· ...arks.OpCreation.time_operation_constant_init         31.8±0.4μs
[53.50%] ··· ...obenchmarks.OpCreation.time_operation_create        5.56±0.02μs
[53.67%] ··· ...s.OpCreation.time_operation_create_optimised            592±3ns
[53.83%] ··· parser.Parser.time_constant_100                        16.2±0.03ms
[54.00%] ··· parser.Parser.time_constant_1000                         158±0.5ms
[54.17%] ··· parser.Parser.time_large_constant_tensor                  128±10ms
[54.33%] ··· printer.Printer.time_constant_0                         59.4±0.3μs
[54.50%] ··· printer.Printer.time_constant_100                      2.09±0.04ms
[54.67%] ··· printer.Printer.time_constant_1000                      20.9±0.3ms
[54.83%] ··· printer.Printer.time_dense_attr                         72.6±0.5ms
[55.00%] ··· ...Canonicalization.time_const_evaluate_operand            978±3ns
[55.17%] ··· ...nonicalization.time_handle_operation_removal            119±2ns
[55.33%] ··· ....Canonicalization.time_integer_attr_creation        18.9±0.09μs
[55.50%] ··· ...ng.Canonicalization.time_integer_attr_verify        4.18±0.02μs
[55.67%] ··· ...alization.time_integer_type_normalized_value            786±5ns
[55.83%] ··· ...ing.Canonicalization.time_irwithuses_add_use          202±0.7ns
[56.00%] ··· ...iting.Canonicalization.time_operation_create         35.3±0.2μs
[56.17%] ··· rewriting.Canonicalization.time_ssavalue_erase         1.19±0.02μs
[56.33%] ··· ...ing.Canonicalization.time_ssavalue_name_hint            790±6ns
[56.50%] ··· ...ng.Canonicalization.time_ssavalue_replace_by            928±8ns
[56.67%] ··· ...ng.ConstantFolding.time_constant_folding_100            121±1μs
[56.83%] ··· ...g.ConstantFolding.time_constant_folding_1000            571±1μs
[57.00%] ··· ...ing.ConstantFolding.time_constant_folding_20         82.5±0.6μs
[57.17%] ··· ...stantFolding.time_constant_folding_simple_20         82.6±0.3μs
[57.33%] ··· ...Folding.time_constant_folding_specialised_20        8.42±0.03μs
[57.50%] ··· rewriting.PatternRewriting.time_get_trait                  496±7ns
[57.67%] ··· ...ng.PatternRewriting.time_insert_point_before            714±1ns
[57.83%] ··· rewriting.PatternRewriting.time_region_walk            12.6±0.05μs
[58.00%] ··· ...g.PatternRewriting.time_verify_variadic_size        2.49±0.02μs
[58.17%] ··· rewriting.PatternRewriting.time_worklist_pop            69.3±0.3ns
[58.33%] ··· rewriting.PatternRewriting.time_worklist_push              171±1ns
[58.50%] ··· rewriting.RegionDCE.time_liveset_delete_dead           3.65±0.04μs
[58.67%] ··· rewriting.RegionDCE.time_liveset_set_live                184±0.5ns
[58.83%] ··· rewriting.RegionDCE.time_post_order_iterator           3.62±0.01μs
[59.00%] ··· rewriting.RemoveUnused.time_is_trivially_dead              385±4ns
[59.17%] ··· ...moveUnused.time_operation_get_traits_of_type            606±4ns
[59.33%] ··· rewriting.RemoveUnused.time_result_only_effects        3.06±0.02μs
[59.50%] ··· ...ng.RemoveUnused.time_would_be_trivially_dead        5.59±0.03μs
[59.67%] ··· verifier.Verifier.time_constant_100                    3.14±0.01ms
[59.83%] ··· verifier.Verifier.time_constant_1000                    30.0±0.1ms
[60.00%] ··· verifier.Verifier.time_dense_attr_hex                   61.9±0.3μs
[60.00%] · For xDSL commit 1df0cd41 <main~3>:
[60.00%] ·· Building for virtualenv-py3.13
[60.00%] ·· Benchmarking virtualenv-py3.13
[60.17%] ··· Running (imports.ImportDialects.time_all_constant_load--)............................................................
[70.17%] ··· imports.ImportDialects.time_all_constant_load           21.2±0.3ms
[70.33%] ··· ...ts.ImportInterpreters.time_all_constant_load         27.0±0.1ms
[70.50%] ··· imports.ImportXDSL.time_import_xdsl                        154±9μs
[70.67%] ··· lexer.Lexer.time_constant_100                          2.30±0.02ms
[70.83%] ··· lexer.Lexer.time_constant_1000                         22.4±0.09ms
[71.00%] ··· lexer.Lexer.time_empty_program                         41.6±0.02μs
[71.17%] ··· llvm_backend.LLVMBackend.time_convert_module           5.05±0.02ms
[71.33%] ··· ...enchmarks.Extensibility.time_interface_check         58.2±0.1ns
[71.50%] ··· ...rks.Extensibility.time_interface_check_trait         58.5±0.4ns
[71.67%] ··· microbenchmarks.Extensibility.time_trait_check             816±2ns
[71.83%] ··· ...enchmarks.Extensibility.time_trait_check_neg        1.91±0.02μs
[72.00%] ··· ...hmarks.Extensibility.time_trait_check_single           657±30ns
[72.17%] ··· ...enchmarks.IRTraversal.time_iterate_block_ops            130±2μs
[72.33%] ··· microbenchmarks.IRTraversal.time_iterate_ops           9.77±0.01μs
[72.50%] ··· microbenchmarks.IRTraversal.time_walk_block_ops            411±2μs
[72.67%] ··· microbenchmarks.OpCreation.time_operation_build         17.7±0.2μs
[72.83%] ··· microbenchmarks.OpCreation.time_operation_clone           1.23±0ms
[73.00%] ··· ...marks.OpCreation.time_operation_clone_single         10.2±0.1μs
[73.17%] ··· ...ks.OpCreation.time_operation_constant_create        1.69±0.02μs
[73.33%] ··· ...arks.OpCreation.time_operation_constant_init         32.5±0.4μs
[73.50%] ··· ...obenchmarks.OpCreation.time_operation_create        5.63±0.03μs
[73.67%] ··· ...s.OpCreation.time_operation_create_optimised            590±3ns
[73.83%] ··· parser.Parser.time_constant_100                         16.8±0.4ms
[74.00%] ··· parser.Parser.time_constant_1000                           164±3ms
[74.17%] ··· parser.Parser.time_large_constant_tensor                   123±8ms
[74.33%] ··· printer.Printer.time_constant_0                           61.1±1μs
[74.50%] ··· printer.Printer.time_constant_100                      2.19±0.03ms
[74.67%] ··· printer.Printer.time_constant_1000                      21.2±0.3ms
[74.83%] ··· printer.Printer.time_dense_attr                           72.8±1ms
[75.00%] ··· ...Canonicalization.time_const_evaluate_operand            988±6ns
[75.17%] ··· ...nonicalization.time_handle_operation_removal            118±1ns
[75.33%] ··· ....Canonicalization.time_integer_attr_creation         19.1±0.3μs
[75.50%] ··· ...ng.Canonicalization.time_integer_attr_verify        4.25±0.06μs
[75.67%] ··· ...alization.time_integer_type_normalized_value            792±7ns
[75.83%] ··· ...ing.Canonicalization.time_irwithuses_add_use            203±1ns
[76.00%] ··· ...iting.Canonicalization.time_operation_create           37.0±1μs
[76.17%] ··· rewriting.Canonicalization.time_ssavalue_erase            1.18±0μs
[76.33%] ··· ...ing.Canonicalization.time_ssavalue_name_hint          744±0.6ns
[76.50%] ··· ...ng.Canonicalization.time_ssavalue_replace_by            922±8ns
[76.67%] ··· ...ng.ConstantFolding.time_constant_folding_100            125±2μs
[76.83%] ··· ...g.ConstantFolding.time_constant_folding_1000            639±7μs
[77.00%] ··· ...ing.ConstantFolding.time_constant_folding_20         82.8±0.3μs
[77.17%] ··· ...stantFolding.time_constant_folding_simple_20         82.4±0.3μs
[77.33%] ··· ...Folding.time_constant_folding_specialised_20        8.53±0.06μs
[77.50%] ··· rewriting.PatternRewriting.time_get_trait                  497±4ns
[77.67%] ··· ...ng.PatternRewriting.time_insert_point_before            729±3ns
[77.83%] ··· rewriting.PatternRewriting.time_region_walk             12.5±0.2μs
[78.00%] ··· ...g.PatternRewriting.time_verify_variadic_size        2.49±0.01μs
[78.17%] ··· rewriting.PatternRewriting.time_worklist_pop            69.4±0.3ns
[78.33%] ··· rewriting.PatternRewriting.time_worklist_push              173±1ns
[78.50%] ··· rewriting.RegionDCE.time_liveset_delete_dead           3.65±0.01μs
[78.67%] ··· rewriting.RegionDCE.time_liveset_set_live                185±0.4ns
[78.83%] ··· rewriting.RegionDCE.time_post_order_iterator           3.62±0.02μs
[79.00%] ··· rewriting.RemoveUnused.time_is_trivially_dead              392±5ns
[79.17%] ··· ...moveUnused.time_operation_get_traits_of_type            604±4ns
[79.33%] ··· rewriting.RemoveUnused.time_result_only_effects        3.07±0.02μs
[79.50%] ··· ...ng.RemoveUnused.time_would_be_trivially_dead        5.66±0.03μs
[79.67%] ··· verifier.Verifier.time_constant_100                    3.07±0.07ms
[79.83%] ··· verifier.Verifier.time_constant_1000                    30.0±0.2ms
[80.00%] ··· verifier.Verifier.time_dense_attr_hex                   64.2±0.9μs
[80.00%] · For xDSL commit 4b2a16de <main~4>:
[80.00%] ·· Building for virtualenv-py3.13
[80.00%] ·· Benchmarking virtualenv-py3.13
[80.17%] ··· Running (imports.ImportDialects.time_all_constant_load--)............................................................
[90.17%] ··· imports.ImportDialects.time_all_constant_load           20.9±0.2ms
[90.33%] ··· ...ts.ImportInterpreters.time_all_constant_load         27.1±0.3ms
[90.50%] ··· imports.ImportXDSL.time_import_xdsl                        139±4μs
[90.67%] ··· lexer.Lexer.time_constant_100                          2.27±0.01ms
[90.83%] ··· lexer.Lexer.time_constant_1000                         22.3±0.08ms
[91.00%] ··· lexer.Lexer.time_empty_program                          41.4±0.1μs
[91.17%] ··· llvm_backend.LLVMBackend.time_convert_module           5.06±0.02ms
[91.33%] ··· ...enchmarks.Extensibility.time_interface_check         58.7±0.2ns
[91.50%] ··· ...rks.Extensibility.time_interface_check_trait        58.5±0.07ns
[91.67%] ··· microbenchmarks.Extensibility.time_trait_check             811±3ns
[91.83%] ··· ...enchmarks.Extensibility.time_trait_check_neg           1.88±0μs
[92.00%] ··· ...hmarks.Extensibility.time_trait_check_single            611±5ns
[92.17%] ··· ...enchmarks.IRTraversal.time_iterate_block_ops          129±0.2μs
[92.33%] ··· microbenchmarks.IRTraversal.time_iterate_ops            9.95±0.2μs
[92.50%] ··· microbenchmarks.IRTraversal.time_walk_block_ops            421±4μs
[92.67%] ··· microbenchmarks.OpCreation.time_operation_build         17.8±0.3μs
[92.83%] ··· microbenchmarks.OpCreation.time_operation_clone           1.23±0ms
[93.00%] ··· ...marks.OpCreation.time_operation_clone_single        10.4±0.08μs
[93.17%] ··· ...ks.OpCreation.time_operation_constant_create           1.64±0μs
[93.33%] ··· ...arks.OpCreation.time_operation_constant_init         31.6±0.1μs
[93.50%] ··· ...obenchmarks.OpCreation.time_operation_create         5.57±0.1μs
[93.67%] ··· ...s.OpCreation.time_operation_create_optimised           621±30ns
[93.83%] ··· parser.Parser.time_constant_100                        16.1±0.07ms
[94.00%] ··· parser.Parser.time_constant_1000                         157±0.7ms
[94.17%] ··· parser.Parser.time_large_constant_tensor                   140±4ms
[94.33%] ··· printer.Printer.time_constant_0                         58.6±0.3μs
[94.50%] ··· printer.Printer.time_constant_100                      2.16±0.01ms
[94.67%] ··· printer.Printer.time_constant_1000                     20.5±0.05ms
[94.83%] ··· printer.Printer.time_dense_attr                         72.9±0.3ms
[95.00%] ··· ...Canonicalization.time_const_evaluate_operand            997±8ns
[95.17%] ··· ...nonicalization.time_handle_operation_removal            119±2ns
[95.33%] ··· ....Canonicalization.time_integer_attr_creation        18.9±0.08μs
[95.50%] ··· ...ng.Canonicalization.time_integer_attr_verify        4.23±0.02μs
[95.67%] ··· ...alization.time_integer_type_normalized_value            790±4ns
[95.83%] ··· ...ing.Canonicalization.time_irwithuses_add_use            210±4ns
[96.00%] ··· ...iting.Canonicalization.time_operation_create         35.0±0.2μs
[96.17%] ··· rewriting.Canonicalization.time_ssavalue_erase         1.19±0.01μs
[96.33%] ··· ...ing.Canonicalization.time_ssavalue_name_hint           781±10ns
[96.50%] ··· ...ng.Canonicalization.time_ssavalue_replace_by            945±9ns
[96.67%] ··· ...ng.ConstantFolding.time_constant_folding_100          125±0.4μs
[96.83%] ··· ...g.ConstantFolding.time_constant_folding_1000            556±2μs
[97.00%] ··· ...ing.ConstantFolding.time_constant_folding_20         81.7±0.4μs
[97.17%] ··· ...stantFolding.time_constant_folding_simple_20         82.6±0.4μs
[97.33%] ··· ...Folding.time_constant_folding_specialised_20        8.32±0.08μs
[97.50%] ··· rewriting.PatternRewriting.time_get_trait                  501±5ns
[97.67%] ··· ...ng.PatternRewriting.time_insert_point_before            718±1ns
[97.83%] ··· rewriting.PatternRewriting.time_region_walk             12.6±0.1μs
[98.00%] ··· ...g.PatternRewriting.time_verify_variadic_size        2.46±0.02μs
[98.17%] ··· rewriting.PatternRewriting.time_worklist_pop            69.1±0.2ns
[98.33%] ··· rewriting.PatternRewriting.time_worklist_push              173±2ns
[98.50%] ··· rewriting.RegionDCE.time_liveset_delete_dead           3.67±0.03μs
[98.67%] ··· rewriting.RegionDCE.time_liveset_set_live                  186±1ns
[98.83%] ··· rewriting.RegionDCE.time_post_order_iterator           3.74±0.04μs
[99.00%] ··· rewriting.RemoveUnused.time_is_trivially_dead              393±2ns
[99.17%] ··· ...moveUnused.time_operation_get_traits_of_type            644±5ns
[99.33%] ··· rewriting.RemoveUnused.time_result_only_effects        3.08±0.02μs
[99.50%] ··· ...ng.RemoveUnused.time_would_be_trivially_dead        5.65±0.04μs
[99.67%] ··· verifier.Verifier.time_constant_100                    3.10±0.02ms
[99.83%] ··· verifier.Verifier.time_constant_1000                    29.8±0.4ms
[100.00%] ··· verifier.Verifier.time_dense_attr_hex                   60.8±0.8μs
